state_name,Hour_Of_Day,Day_Of_Week,Month,Trafficway_Type,Intersection,Light_Condition,Atmospheric_conditions,num_fatalities
Massachusetts,9AM,Wednesday,February,Major Collector,Not an Intersection,Daylight,Rain,1
Massachusetts,3AM,Sunday,August,Minor Arterial,Not an Intersection,Dark – Lighted,Rain,1
Massachusetts,11PM,Wednesday,August,Principal Arterial – Other,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,2AM,Thursday,May,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12PM,Saturday,August,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Massachusetts,6PM,Saturday,January,Minor Arterial,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,1AM,Wednesday,September,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,1PM,Sunday,August,Minor Arterial,Four-Way Intersection,Daylight,Clear,1
Massachusetts,7PM,Saturday,October,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,12PM,Sunday,November,Local,Not an Intersection,Daylight,Rain,1
Massachusetts,2AM,Saturday,October,Local,Not an Intersection,Dark – Not Lighted,Rain,1
Massachusetts,11AM,Friday,November,Major Collector,T-Intersection,Daylight,Clear,1
Massachusetts,10PM,Friday,June,Local,Not an Intersection,Dark – Unknown Lighting,Not Reported,1
Massachusetts,11PM,Saturday,September,Local,Not an Intersection,Dark – Not Lighted,Cloudy,1
Massachusetts,11AM,Monday,December,Local,Not an Intersection,Daylight,Rain,1
Massachusetts,1PM,Saturday,April,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,7PM,Tuesday,November,Principal Arterial – Other,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,6PM,Monday,February,Local,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,5AM,Thursday,February,Major Collector,T-Intersection,Daylight,Clear,1
Massachusetts,10PM,Tuesday,April,Major Collector,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,11PM,Friday,October,Local,T-Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8PM,Thursday,February,Major Collector,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,10PM,Sunday,May,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Wednesday,January,Local,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12PM,Tuesday,October,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,4PM,Friday,December,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,11AM,Sunday,January,Principal Arterial – Other,T-Intersection,Daylight,Clear,1
Massachusetts,6PM,Monday,January,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Sunday,November,Minor Arterial,Not an Intersection,Dark – Unknown Lighting,Clear,1
Massachusetts,5PM,Monday,October,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,10PM,Saturday,April,Principal Arterial – Other,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,1PM,Wednesday,November,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,7PM,Thursday,December,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,6PM,Tuesday,January,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,9PM,Sunday,November,Principal Arterial – Other,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,4PM,Friday,October,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,6AM,Friday,August,Major Collector,T-Intersection,Daylight,Clear,1
Massachusetts,10PM,Saturday,April,Minor Arterial,"Five-Point, or More",Dark – Not Lighted,Clear,1
Massachusetts,6PM,Thursday,July,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,9AM,Wednesday,August,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,3PM,Monday,November,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,5PM,Wednesday,December,Minor Arterial,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8PM,Tuesday,March,Minor Arterial,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,9PM,Tuesday,September,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Thursday,December,Local,T-Intersection,Dark – Not Lighted,Not Reported,1
Massachusetts,11PM,Friday,November,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,10PM,Saturday,June,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,2AM,Saturday,May,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Thursday,December,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Wednesday,January,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,6AM,Tuesday,September,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,8AM,Thursday,July,Local,Not an Intersection,Daylight,Cloudy,1
Massachusetts,9PM,Wednesday,March,Principal Arterial – Other,T-Intersection,Dark – Lighted,Cloudy,1
Massachusetts,6AM,Tuesday,October,Minor Arterial,Not an Intersection,Dawn,Cloudy,1
Massachusetts,8PM,Sunday,May,Local,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,2PM,Friday,March,Principal Arterial – Other,Not an Intersection,Daylight,Snow,1
Massachusetts,12AM,Tuesday,January,Principal Arterial – Other,Not an Intersection,Dusk,Snow,1
Massachusetts,2AM,Saturday,January,Local,Not an Intersection,Dark – Lighted,Snow,1
Massachusetts,8PM,Friday,May,Major Collector,Not an Intersection,Dark – Lighted,Rain,1
Massachusetts,5AM,Saturday,October,Local,Not an Intersection,Dark – Lighted,Rain,1
Massachusetts,11PM,Saturday,August,Minor Arterial,Not an Intersection,Dark – Not Lighted,Rain,1
Massachusetts,3PM,Wednesday,November,Local,Not an Intersection,Daylight,Rain,1
Massachusetts,10PM,Sunday,October,Principal Arterial – Other,T-Intersection,Dark – Lighted,Rain,1
Massachusetts,10PM,Thursday,December,Principal Arterial – Other,T-Intersection,Dark – Not Lighted,Clear,1
Massachusetts,10PM,Thursday,March,Major Collector,Not an Intersection,Dark – Not Lighted,Cloudy,1
Massachusetts,1AM,Friday,November,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12PM,Wednesday,August,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,10AM,Friday,March,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,12PM,Thursday,June,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,12AM,Sunday,March,Local,Four-Way Intersection,Daylight,Clear,1
Massachusetts,7AM,Tuesday,July,Local,Four-Way Intersection,Daylight,Clear,1
Massachusetts,9PM,Thursday,May,Local,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,6PM,Tuesday,March,Principal Arterial – Other,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,11AM,Saturday,April,Principal Arterial – Other,"Five-Point, or More",Daylight,Clear,1
Massachusetts,9PM,Tuesday,October,Local,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,8AM,Friday,June,Principal Arterial – Other,Four-Way Intersection,Daylight,Clear,1
Massachusetts,2AM,Saturday,December,Principal Arterial – Other,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,12PM,Saturday,December,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,2PM,Saturday,June,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,6PM,Sunday,May,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,4AM,Friday,January,Local,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,11PM,Sunday,July,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,9PM,Tuesday,October,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Saturday,April,Local,T-Intersection,Daylight,Clear,1
Massachusetts,4PM,Monday,April,Local,T-Intersection,Daylight,Clear,1
Massachusetts,9AM,Friday,June,Local,Four-Way Intersection,Daylight,Clear,1
Massachusetts,5PM,Wednesday,July,Local,T-Intersection,Daylight,Clear,1
Massachusetts,3PM,Thursday,June,Local,T-Intersection,Daylight,Clear,1
Massachusetts,12AM,Sunday,July,Minor Arterial,Not an Intersection,Dusk,Clear,1
Massachusetts,1PM,Sunday,October,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,5PM,Sunday,September,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,6AM,Sunday,August,Minor Arterial,Four-Way Intersection,Daylight,Clear,1
Massachusetts,7AM,Thursday,June,Minor Arterial,T-Intersection,Daylight,Clear,1
Massachusetts,12PM,Wednesday,July,Minor Arterial,T-Intersection,Daylight,Clear,1
Massachusetts,9AM,Thursday,August,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,1PM,Tuesday,October,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,6PM,Tuesday,August,Minor Arterial,Four-Way Intersection,Daylight,Clear,1
Massachusetts,1PM,Friday,November,Minor Arterial,Four-Way Intersection,Daylight,Clear,1
Massachusetts,7AM,Wednesday,August,Minor Arterial,Four-Way Intersection,Daylight,Clear,1
Massachusetts,10PM,Wednesday,December,Local,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Friday,May,Minor Arterial,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,6PM,Monday,November,Principal Arterial – Other,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,3AM,Saturday,July,Minor Arterial,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,1AM,Wednesday,August,Local,Four-Way Intersection,Dark – Lighted,Cloudy,1
Massachusetts,7PM,Sunday,April,Principal Arterial – Other,T-Intersection,Dark – Lighted,Cloudy,1
Massachusetts,12PM,Sunday,October,Major Collector,Not an Intersection,Daylight,Cloudy,1
Massachusetts,3PM,Friday,January,Major Collector,Not an Intersection,Daylight,Cloudy,1
Massachusetts,5AM,Friday,July,Minor Arterial,Not an Intersection,Dawn,Clear,1
Massachusetts,9AM,Wednesday,June,Minor Arterial,T-Intersection,Daylight,Cloudy,1
Massachusetts,11AM,Monday,May,Minor Arterial,Not an Intersection,Daylight,Cloudy,1
Massachusetts,3PM,Wednesday,April,Major Collector,Not an Intersection,Daylight,Cloudy,1
Massachusetts,10PM,Saturday,October,Minor Arterial,Not an Intersection,Dark – Lighted,Rain,1
Massachusetts,11PM,Monday,February,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,11PM,Saturday,April,Local,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,5PM,Tuesday,August,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,4AM,Sunday,February,Minor Arterial,Not an Intersection,Dawn,Unknown,1
Massachusetts,2AM,Sunday,May,Major Collector,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,7PM,Saturday,September,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,10PM,Thursday,January,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8PM,Saturday,August,Local,Not an Intersection,Dusk,Cloudy,1
Massachusetts,10AM,Friday,May,Local,Not an Intersection,Daylight,Cloudy,1
Massachusetts,11AM,Sunday,April,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Massachusetts,8PM,Thursday,June,Minor Arterial,Not an Intersection,Dusk,Clear,1
Massachusetts,1PM,Tuesday,February,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Massachusetts,3PM,Monday,June,Major Collector,T-Intersection,Daylight,Clear,1
Massachusetts,10PM,Thursday,February,Local,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Monday,February,Minor Arterial,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,12PM,Friday,October,Minor Arterial,T-Intersection,Daylight,Clear,1
Massachusetts,6PM,Saturday,October,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,10AM,Tuesday,March,Local,T-Intersection,Daylight,Clear,1
Massachusetts,9PM,Friday,November,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,1AM,Friday,August,Minor Collector,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,4PM,Thursday,November,Minor Arterial,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,10PM,Sunday,May,Major Collector,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,3PM,Wednesday,November,Local,Not an Intersection,Daylight,Cloudy,1
Massachusetts,1AM,Sunday,May,Principal Arterial – Other,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8AM,Wednesday,June,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,5PM,Sunday,July,Principal Arterial – Other,T-Intersection,Daylight,Clear,1
Massachusetts,10PM,Sunday,July,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Tuesday,May,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,6PM,Saturday,May,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,2AM,Thursday,September,Local,Not an Intersection,Dark – Unknown Lighting,Clear,1
Massachusetts,2AM,Saturday,January,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Monday,October,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Thursday,March,Minor Arterial,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,1PM,Tuesday,July,Principal Arterial – Other,Not an Intersection,Daylight,Cloudy,1
Massachusetts,12AM,Tuesday,April,Minor Arterial,Not an Intersection,Dark – Lighted,Cloudy,1
Massachusetts,1PM,Sunday,May,Major Collector,Four-Way Intersection,Daylight,Cloudy,1
Massachusetts,12AM,Thursday,October,Local,Not an Intersection,Daylight,Cloudy,1
Massachusetts,10PM,Friday,April,Major Collector,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,12AM,Sunday,November,Minor Arterial,T-Intersection,Dark – Lighted,Cloudy,1
Massachusetts,1AM,Wednesday,April,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,11PM,Tuesday,November,Local,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,11PM,Wednesday,June,Minor Arterial,Four-Way Intersection,Dark – Lighted,Clear,1
Massachusetts,2AM,Friday,May,Minor Collector,Not an Intersection,Dark – Not Lighted,Cloudy,1
Massachusetts,7PM,Tuesday,July,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,11PM,Saturday,October,Local,T-Intersection,Dark – Lighted,Clear,1
Massachusetts,10PM,Sunday,December,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,7PM,Saturday,March,Major Collector,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,9PM,Friday,November,Minor Arterial,Not an Intersection,Dark – Unknown Lighting,Clear,1
Massachusetts,10PM,Sunday,April,Minor Arterial,Not an Intersection,Dark – Lighted,Clear,1
Massachusetts,11PM,Monday,February,Minor Arterial,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8PM,Thursday,March,Major Collector,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,11AM,Monday,April,Major Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,3AM,Saturday,August,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,3PM,Sunday,November,Local,Not an Intersection,Daylight,Clear,1
Massachusetts,5PM,Thursday,December,Minor Arterial,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,4AM,Saturday,September,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,12AM,Friday,October,Local,Not an Intersection,Dark – Not Lighted,Clear,1
Massachusetts,8PM,Wednesday,June,Minor Collector,Not an Intersection,Daylight,Clear,1
Massachusetts,7PM,Saturday,April,Local,Not an Intersection,Dusk,Cloudy,1
Massachusetts,2PM,Monday,April,Local,Not an Intersection,Daylight,Cloudy,1
Massachusetts,12PM,Sunday,May,Minor Arterial,Not an Intersection,Daylight,Cloudy,1
Massachusetts,11PM,Sunday,November,Major Collector,Not an Intersection,Dark – Not Lighted,Cloudy,1
Massachusetts,3PM,Tuesday,January,Minor Arterial,Not an Intersection,Daylight,Cloudy,1
Massachusetts,5PM,Tuesday,August,Minor Arterial,Not an Intersection,Daylight,Rain,1
Massachusetts,11AM,Sunday,October,Minor Arterial,Not an Intersection,Daylight,Cloudy,1
Massachusetts,3PM,Tuesday,September,Major Collector,Not an Intersection,Daylight,Cloudy,1
Massachusetts,12AM,Sunday,October,Minor Arterial,Not an Intersection,Daylight,Clear,1
Massachusetts,11PM,Wednesday,October,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Michigan,8PM,Sunday,April,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,10AM,Friday,November,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,5PM,Thursday,March,Interstate,Not an Intersection,Daylight,Snow,1
Michigan,9AM,Sunday,May,Interstate,Not an Intersection,Daylight,Rain,1
Michigan,1AM,Saturday,April,Interstate,Not an Intersection,Dark – Lighted,Rain,1
Michigan,1AM,Saturday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,12AM,Friday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,7PM,Monday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,3PM,Friday,August,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,7PM,Wednesday,November,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,4PM,Thursday,August,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,10PM,Sunday,June,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,5AM,Friday,January,Interstate,Not an Intersection,Dark – Not Lighted,Snow,1
Michigan,6PM,Monday,January,Interstate,Not an Intersection,Dark – Not Lighted,Snow,1
Michigan,5AM,Thursday,November,Interstate,Not an Intersection,Dark – Lighted,Rain,1
Michigan,5AM,Saturday,August,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,10PM,Friday,September,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,5PM,Tuesday,November,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,12AM,Wednesday,October,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,6AM,Thursday,November,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,5AM,Saturday,February,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,1PM,Sunday,January,Interstate,Not an Intersection,Daylight,Snow,1
Michigan,11AM,Wednesday,July,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,4PM,Wednesday,July,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,1PM,Tuesday,May,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,8PM,Monday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,9AM,Wednesday,September,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,7AM,Monday,September,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,5AM,Saturday,July,Interstate,Not an Intersection,Dawn,Clear,1
Michigan,2PM,Wednesday,July,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,5PM,Thursday,June,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,11PM,Thursday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,7PM,Thursday,June,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,8AM,Monday,August,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,2AM,Friday,April,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,2AM,Friday,January,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,6AM,Wednesday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,3PM,Friday,October,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,1PM,Monday,June,Interstate,Not an Intersection,Daylight,Clear,2
Michigan,5PM,Tuesday,December,Interstate,Not an Intersection,Dusk,Snow,1
Michigan,6AM,Thursday,December,Interstate,Not an Intersection,Daylight,Snow,1
Michigan,1PM,Friday,December,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,10PM,Friday,September,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
Michigan,10AM,Thursday,April,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,2AM,Wednesday,February,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,3AM,Friday,April,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,4PM,Friday,January,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,3AM,Tuesday,November,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,11PM,Friday,September,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,5AM,Monday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,11AM,Tuesday,November,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,11PM,Friday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,3AM,Saturday,February,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,12AM,Sunday,April,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,10AM,Saturday,November,Interstate,Not an Intersection,Daylight,Snow,1
Michigan,12AM,Thursday,March,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
Michigan,9AM,Saturday,December,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,2PM,Sunday,September,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,7AM,Wednesday,July,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,4PM,Saturday,April,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,11AM,Sunday,October,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,2AM,Thursday,March,Interstate,Not an Intersection,Dark – Not Lighted,Rain,1
Michigan,11AM,Thursday,November,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,10AM,Tuesday,September,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,3AM,Sunday,November,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,3PM,Tuesday,June,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,3AM,Tuesday,September,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,1AM,Saturday,May,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,6PM,Wednesday,February,Interstate,Not an Intersection,Dusk,Cloudy,1
Michigan,4AM,Monday,October,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,12PM,Thursday,February,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,10PM,Tuesday,October,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,3AM,Sunday,January,Interstate,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,7PM,Saturday,September,Interstate,Not an Intersection,Daylight,Cloudy,1
Michigan,1PM,Friday,May,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,11AM,Monday,February,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,5AM,Thursday,September,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,11PM,Wednesday,June,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,12PM,Sunday,April,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,8AM,Wednesday,October,Interstate,Not an Intersection,Daylight,"Fog, Smog, Smoke",1
Michigan,10PM,Tuesday,April,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,7PM,Friday,August,Interstate,Not an Intersection,Daylight,Rain,1
Michigan,7PM,Sunday,October,Interstate,Not an Intersection,Dusk,Clear,1
Michigan,8PM,Tuesday,April,Interstate,Not an Intersection,Dusk,Clear,1
Michigan,7AM,Thursday,November,Interstate,Not an Intersection,Daylight,Clear,1
Michigan,2AM,Friday,October,Interstate,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,11PM,Tuesday,March,Interstate,Not an Intersection,Dark – Lighted,Clear,1
Michigan,7AM,Monday,October,Interstate,Not an Intersection,Dawn,Cloudy,1
Michigan,2AM,Friday,September,Interstate,Not an Intersection,Dark – Lighted,Rain,1
Michigan,9PM,Friday,May,Interstate,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,5PM,Saturday,June,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Michigan,9AM,Saturday,April,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Michigan,3AM,Monday,February,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,3PM,Tuesday,September,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Michigan,4PM,Thursday,December,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dusk,Snow,1
Michigan,7AM,Sunday,August,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dark – Not Lighted,Rain,1
Michigan,9PM,Friday,September,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,12PM,Thursday,August,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
Michigan,8PM,Friday,November,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Michigan,9PM,Tuesday,May,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Michigan,5PM,Monday,August,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Michigan,5PM,Sunday,November,Principal Arterial – Other,T-Intersection,Dark – Not Lighted,Clear,1
Michigan,11PM,Monday,December,Principal Arterial – Other,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,10PM,Tuesday,January,Principal Arterial – Other,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,7PM,Friday,October,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Clear,1
Michigan,6PM,Tuesday,December,Minor Arterial,Not an Intersection,Dark – Not Lighted,Clear,1
Michigan,9PM,Friday,May,Principal Arterial – Other,Not an Intersection,Dark – Lighted,Cloudy,1
Michigan,3PM,Monday,December,Principal Arterial – Other,Not an Intersection,Daylight,Cloudy,1
Michigan,11PM,Tuesday,February,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,7PM,Wednesday,March,Principal Arterial – Other,Not an Intersection,Dark – Not Lighted,Cloudy,1
Michigan,5PM,Sunday,November,Principal Arterial – Other,T-Intersection,Dark – Not Lighted,Cloudy,1
Michigan,8PM,Sunday,October,Principal Arterial – Other,T-Intersection,Dark – Lighted,Rain,1
Michigan,12PM,Sunday,August,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Michigan,1AM,Friday,June,Principal Arterial – Other,Four-Way Intersection,Dark – Lighted,Clear,1
Michigan,9PM,Monday,July,Principal Arterial – Other,Four-Way Intersection,Dark – Not Lighted,Clear,1
Michigan,9AM,Thursday,August,Minor Arterial,Not an Intersection,Daylight,Cloudy,1
Michigan,1PM,Sunday,July,Principal Arterial – Other,Not an Intersection,Daylight,Cloudy,1
Michigan,7PM,Monday,October,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Dusk,Clear,1
Michigan,12PM,Thursday,September,Principal Arterial – Other,Not an Intersection,Daylight,Clear,1
Michigan,9AM,Monday,August,Principal Arterial – Other Freeways and Expressways,Not an Intersection,Daylight,Clear,1
